C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/18/2017,12:00:00,REGULAR,0005373811,0007406595                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/18/2017,16:00:00,REGULAR,0005373811,0007406815                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/18/2017,20:00:00,REGULAR,0005373811,0007407177                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/19/2017,00:00:00,REGULAR,0005373811,0007407271                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/19/2017,04:00:00,REGULAR,0005373811,0007407271                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/19/2017,08:00:00,REGULAR,0005373811,0007407474                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/19/2017,12:00:00,REGULAR,0005373811,0007407859                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/19/2017,16:00:00,REGULAR,0005373827,0007408080                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/19/2017,20:00:00,REGULAR,0005373880,0007408395                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/13/2017,00:00:00,REGULAR,0004998931,0005923293                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/13/2017,04:00:00,REGULAR,0004998961,0005923304                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/13/2017,08:00:00,REGULAR,0004998980,0005923374                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/13/2017,12:00:00,REGULAR,0004999075,0005923550                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/13/2017,16:00:00,REGULAR,0004999254,0005923666                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/13/2017,20:00:00,REGULAR,0004999509,0005923778                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/14/2017,00:00:00,REGULAR,0004999646,0005923818                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/14/2017,04:00:00,REGULAR,0004999666,0005923825                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/14/2017,08:00:00,REGULAR,0004999679,0005923860                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/14/2017,12:00:00,REGULAR,0004999767,0005923998                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/14/2017,16:00:00,REGULAR,0004999944,0005924113                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/14/2017,20:00:00,REGULAR,0005000106,0005924220                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/15/2017,00:00:00,REGULAR,0005000203,0005924272                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/15/2017,04:00:00,REGULAR,0005000213,0005924279                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/15/2017,08:00:00,REGULAR,0005000262,0005924557                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/15/2017,12:00:00,REGULAR,0005000445,0005925050                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/15/2017,16:00:00,REGULAR,0005000691,0005925209                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/15/2017,20:00:00,REGULAR,0005001289,0005925385                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/16/2017,00:00:00,REGULAR,0005001472,0005925460                                            
