,kepid,digits,KeplerName,Disposition
6868,11082795,K05864.01,,FALSE POSITIVE
6869,11090561,K05865.01,,FALSE POSITIVE
6870,11090926,K05866.01,,FALSE POSITIVE
6871,11097752,K05867.01,,FALSE POSITIVE
6872,11100170,K05869.01,,CANDIDATE
6873,11129145,K05870.01,,FALSE POSITIVE
6874,11145637,K05872.01,,FALSE POSITIVE
6875,11147785,K05873.01,,FALSE POSITIVE
6876,11152511,K05874.01,,CANDIDATE
6877,11176166,K05875.01,Kepler-1639 b,CANDIDATE
6878,11182213,K05876.01,,FALSE POSITIVE
6879,11183752,K05877.01,,CANDIDATE
6880,11191364,K05878.01,,FALSE POSITIVE
6881,11198419,K05879.01,,FALSE POSITIVE
6882,11199233,K05880.01,,FALSE POSITIVE
6883,11251991,K05881.01,,FALSE POSITIVE
6884,11298442,K05882.01,,FALSE POSITIVE
6885,11305417,K05883.01,,FALSE POSITIVE
6886,11338918,K05884.01,,FALSE POSITIVE
6887,11341266,K05886.01,,FALSE POSITIVE
6888,11341314,K05887.01,,FALSE POSITIVE
6889,11348610,K05888.01,,CANDIDATE
6890,11351454,K05889.01,,FALSE POSITIVE
6891,11355925,K05890.01,,FALSE POSITIVE
6892,11391512,K05891.01,,FALSE POSITIVE
6893,11393633,K05893.01,,FALSE POSITIVE
6894,11401845,K05894.01,,FALSE POSITIVE
6895,11407847,K05895.01,,CANDIDATE
6896,11414368,K05896.01,,FALSE POSITIVE
6897,8355178,K06178.02,,CANDIDATE
6898,8374077,K06179.01,,CANDIDATE
6899,8494783,K06180.01,,CANDIDATE
6900,8494783,K06180.02,,FALSE POSITIVE
6901,8517303,K06181.01,,FALSE POSITIVE
6902,8590149,K06182.01,,CANDIDATE
6903,8590149,K06182.02,,CANDIDATE
6904,3559935,K00492.02,,CANDIDATE
6905,9285265,K03410.02,,CANDIDATE
6906,3559860,K03440.02,,FALSE POSITIVE
6907,5384713,K03444.04,,FALSE POSITIVE
6908,6364582,K03456.02,,CANDIDATE
6909,6525209,K03479.02,,FALSE POSITIVE
6910,6368175,K03503.02,,CANDIDATE
6911,5471158,K03504.02,,CANDIDATE
6912,10407086,K04568.02,,FALSE POSITIVE
6913,9947653,K04647.02,,CANDIDATE
6914,6527078,K04657.02,,CANDIDATE
6915,12416597,K04895.02,,CANDIDATE
6916,2309587,K05982.01,,FALSE POSITIVE
6917,2445134,K05983.01,,FALSE POSITIVE
6918,2019477,K06093.02,,CANDIDATE
6919,2161623,K06094.01,,FALSE POSITIVE
6920,2707097,K06095.01,,FALSE POSITIVE
6921,2719873,K06096.01,,FALSE POSITIVE
6922,8158127,K01015.03,,CANDIDATE
6923,2852810,K06097.01,,FALSE POSITIVE
6924,2852810,K06097.02,,FALSE POSITIVE
6925,2852810,K06097.03,,FALSE POSITIVE
6926,8590780,K06183.01,,FALSE POSITIVE
6927,8613338,K06184.01,,FALSE POSITIVE
6928,8646141,K06185.01,,FALSE POSITIVE
6929,8702921,K06187.01,,FALSE POSITIVE
6930,8822421,K06188.01,,FALSE POSITIVE
6931,8984706,K06190.01,,FALSE POSITIVE
6932,4247807,K03748.02,,FALSE POSITIVE
6933,4472818,K03878.02,,CANDIDATE
6934,8030339,K03954.02,Kepler-1534 b,CANDIDATE
6935,8037145,K00520.04,Kepler-176 e,CANDIDATE
6936,5471059,K03956.02,,FALSE POSITIVE
6937,5471675,K04000.02,,FALSE POSITIVE
6938,8934103,K04009.02,,CANDIDATE
6939,9551430,K04030.02,,FALSE POSITIVE
6940,3530668,K05986.01,,FALSE POSITIVE
6941,3532985,K05987.01,,FALSE POSITIVE
6942,10718726,K00600.02,,CANDIDATE
6943,3831911,K05988.01,,FALSE POSITIVE
6944,3852258,K05989.01,,FALSE POSITIVE
6945,3869326,K05991.01,,FALSE POSITIVE
6946,3971315,K05992.01,,FALSE POSITIVE
6947,2852810,K06097.04,,FALSE POSITIVE
6948,2997455,K06098.01,,FALSE POSITIVE
6949,3003991,K06099.01,,FALSE POSITIVE
6950,3003991,K06099.02,,FALSE POSITIVE
6951,3229028,K06100.01,,FALSE POSITIVE
6952,3230787,K06101.01,,FALSE POSITIVE
6953,5956656,K01053.02,,CANDIDATE
6954,9093086,K06191.01,,CANDIDATE
6955,9015738,K01616.02,,CANDIDATE
6956,9093086,K06191.02,,CANDIDATE
6957,9101400,K06192.01,,FALSE POSITIVE
6958,9119652,K06193.01,,FALSE POSITIVE
6959,9145861,K06194.02,,FALSE POSITIVE
6960,9153823,K06195.01,,FALSE POSITIVE
6961,7100673,K04032.03,Kepler-1542 d,CANDIDATE
6962,7100673,K04032.04,Kepler-1542 e,CANDIDATE
6963,10089911,K04034.02,,FALSE POSITIVE
6964,4150496,K04046.02,,FALSE POSITIVE
6965,3747817,K04103.02,,CANDIDATE
6966,6129694,K04131.02,,FALSE POSITIVE
6967,8162789,K00521.02,,CANDIDATE
6968,9899315,K04181.02,,FALSE POSITIVE
6969,4037428,K05993.01,,FALSE POSITIVE
6970,4049124,K05994.01,,FALSE POSITIVE
6971,4275328,K05995.01,,FALSE POSITIVE
6972,5613330,K00649.02,,CANDIDATE
6973,5036966,K05998.01,,FALSE POSITIVE
6974,5254230,K05999.01,,FALSE POSITIVE
6975,3545840,K06102.01,,CANDIDATE
6976,3634051,K06103.01,,FALSE POSITIVE
6977,3634051,K06103.02,,CANDIDATE
6978,3761319,K06104.01,,CANDIDATE
6979,3761319,K06104.02,,FALSE POSITIVE
6980,3762553,K06105.01,,FALSE POSITIVE
6981,3965879,K06106.01,,FALSE POSITIVE
6982,4035675,K06107.01,,FALSE POSITIVE
6983,9282687,K06196.01,,FALSE POSITIVE
6984,9289960,K06197.01,,FALSE POSITIVE
6985,9291629,K06198.01,,FALSE POSITIVE
6986,9304842,K06199.01,,FALSE POSITIVE
6987,6975129,K01628.03,,FALSE POSITIVE
6988,9304923,K06200.01,,FALSE POSITIVE
6989,9389245,K06202.01,,CANDIDATE
6990,9828127,K04192.02,,CANDIDATE
6991,5177859,K04246.02,,CANDIDATE
6992,11081504,K04287.02,,CANDIDATE
6993,5385410,K04323.02,,FALSE POSITIVE
6994,8110757,K07865.01,,CANDIDATE
6995,8278685,K04435.02,,CANDIDATE
6996,5511659,K04541.02,,CANDIDATE
6997,5385139,K06000.01,,FALSE POSITIVE
6998,5385150,K06001.01,,FALSE POSITIVE
6999,5385269,K06002.01,,FALSE POSITIVE
7000,5385509,K06003.01,,FALSE POSITIVE
7001,5385566,K06004.01,,FALSE POSITIVE
7002,5385773,K06005.01,,FALSE POSITIVE
7003,5386163,K06006.01,,FALSE POSITIVE
7004,4139254,K06108.01,,CANDIDATE
7005,4144236,K06109.01,,FALSE POSITIVE
7006,10141900,K01082.04,,CANDIDATE
7007,4144236,K06109.02,,FALSE POSITIVE
7008,4150701,K06110.01,,FALSE POSITIVE
7009,4255944,K06111.01,,CANDIDATE
7010,9394605,K06203.01,,FALSE POSITIVE
7011,9471755,K06204.01,,FALSE POSITIVE
7012,9479460,K06205.01,,FALSE POSITIVE
7013,9549472,K06206.01,,FALSE POSITIVE
7014,9576197,K06207.01,,FALSE POSITIVE
7015,8110758,K07866.01,,FALSE POSITIVE
7016,9579860,K06208.01,,FALSE POSITIVE
7017,9655711,K06209.01,,CANDIDATE
7018,5856571,K01839.02,,CANDIDATE
7019,8222395,K07873.01,,CANDIDATE
7020,5796186,K00651.02,,FALSE POSITIVE
7021,5471068,K06008.01,,FALSE POSITIVE
7022,5471192,K06009.01,,FALSE POSITIVE
7023,5471769,K06011.01,,FALSE POSITIVE
7024,5471770,K06012.01,,FALSE POSITIVE
7025,5556804,K06013.01,,FALSE POSITIVE
7026,5597970,K06014.01,,FALSE POSITIVE
7027,4459068,K06114.01,,FALSE POSITIVE
7028,8107150,K07863.01,,CANDIDATE
7029,4547480,K06116.01,,FALSE POSITIVE
7030,4739229,K06118.01,,FALSE POSITIVE
7031,4739229,K06118.02,,CANDIDATE
7032,8620565,K01250.02,,FALSE POSITIVE
7033,4742420,K06120.01,,CANDIDATE
7034,9655711,K06209.02,,CANDIDATE
7035,9727765,K06210.01,,CANDIDATE
7036,9767392,K06211.01,,FALSE POSITIVE
7037,9774400,K06212.01,,FALSE POSITIVE
7038,9839081,K06213.01,,FALSE POSITIVE
7039,9974142,K06214.01,,FALSE POSITIVE
7040,9974142,K06214.02,,FALSE POSITIVE
7041,10163066,K06215.01,,FALSE POSITIVE
7042,9008103,K03283.03,,CANDIDATE
7043,8780959,K03741.03,Kepler-1518 b,CANDIDATE
7044,7429287,K04260.02,,FALSE POSITIVE
7045,11296045,K04396.04,,FALSE POSITIVE
7046,6592335,K04777.02,,FALSE POSITIVE
7047,5951416,K04781.02,,FALSE POSITIVE
7048,5769810,K04913.02,,FALSE POSITIVE
7049,5643492,K06015.01,,FALSE POSITIVE
7050,5795648,K06016.01,,CANDIDATE
7051,5961350,K06017.01,,FALSE POSITIVE
7052,10340423,K00736.03,,FALSE POSITIVE
7053,5979863,K06018.01,,FALSE POSITIVE
7054,6117415,K06019.01,,FALSE POSITIVE
7055,6128027,K06020.01,,FALSE POSITIVE
7056,6146418,K06021.01,,FALSE POSITIVE
7057,4742420,K06120.02,,CANDIDATE
7058,4826439,K06121.01,,FALSE POSITIVE
7059,4990977,K06123.01,,FALSE POSITIVE
7060,5034333,K06124.01,,FALSE POSITIVE
7061,5039441,K06125.01,,FALSE POSITIVE
7062,8231299,K07874.01,,FALSE POSITIVE
7063,5121173,K06126.01,,FALSE POSITIVE
7064,5306984,K06127.01,,FALSE POSITIVE
7065,10198662,K06216.01,,FALSE POSITIVE
7066,10198662,K06216.02,,CANDIDATE
7067,4157325,K01860.04,,FALSE POSITIVE
7068,10200627,K06217.01,,CANDIDATE
7069,10219361,K06218.01,,FALSE POSITIVE
7070,10228942,K06219.01,,FALSE POSITIVE
7071,10341878,K06220.01,,FALSE POSITIVE
7072,10357831,K06221.01,,FALSE POSITIVE
7073,8332521,K04567.02,,CANDIDATE
7074,6150977,K06022.01,,FALSE POSITIVE
7075,6182019,K06023.01,,FALSE POSITIVE
7076,6209347,K06025.01,,FALSE POSITIVE
7077,6268722,K06026.01,,FALSE POSITIVE
7078,6301030,K06027.01,,FALSE POSITIVE
7079,10480982,K00744.02,,FALSE POSITIVE
7080,6606934,K06028.01,,FALSE POSITIVE
7081,10964440,K01310.02,,CANDIDATE
7082,5385548,K06128.01,,FALSE POSITIVE
7083,5428657,K06130.01,,CANDIDATE
7084,5471617,K06131.01,,FALSE POSITIVE
7085,5471617,K06131.02,,FALSE POSITIVE
7086,5629353,K06132.01,,CANDIDATE
7087,5629353,K06132.02,Kepler-1640 b,CANDIDATE
7088,10363233,K06222.01,,FALSE POSITIVE
7089,10385682,K06223.01,,FALSE POSITIVE
7090,10414727,K06224.01,,CANDIDATE
7091,10414727,K06224.02,,FALSE POSITIVE
7092,10483644,K06225.01,,FALSE POSITIVE
7093,4736569,K01996.02,,CANDIDATE
7094,10601549,K06226.01,,FALSE POSITIVE
7095,10614158,K06227.01,,FALSE POSITIVE
7096,8505215,K00099.02,,FALSE POSITIVE
7097,10662202,K00750.03,,CANDIDATE
7098,9008103,K03283.02,,CANDIDATE
7099,6614926,K06029.01,,FALSE POSITIVE
7100,6628237,K06030.01,,FALSE POSITIVE
7101,6934587,K06032.01,,FALSE POSITIVE
7102,7219906,K06033.01,,FALSE POSITIVE
7103,7257373,K06034.01,,FALSE POSITIVE
7104,7295570,K06035.01,,FALSE POSITIVE
7105,7362852,K06036.01,,FALSE POSITIVE
7106,5629353,K06132.03,,CANDIDATE
7107,5641294,K06133.01,,FALSE POSITIVE
7108,5738698,K06134.01,,FALSE POSITIVE
7109,5768927,K06135.01,,FALSE POSITIVE
7110,5814635,K06136.01,,FALSE POSITIVE
7111,5816144,K06137.02,,FALSE POSITIVE
7112,10717220,K06228.01,Kepler-1644 b,CANDIDATE
7113,10728219,K06229.01,,FALSE POSITIVE
7114,10735988,K06230.01,,CANDIDATE
7115,8112324,K07867.01,,FALSE POSITIVE
7116,10971944,K06231.01,,FALSE POSITIVE
7117,10973583,K06232.01,,FALSE POSITIVE
7118,11099351,K06234.01,,FALSE POSITIVE
7119,11147460,K06235.01,,FALSE POSITIVE
7120,10662202,K00750.04,,FALSE POSITIVE
7121,11607193,K00983.02,,FALSE POSITIVE
7122,4247991,K02311.03,Kepler-1185 b,CANDIDATE
7123,11968463,K02433.06,,CANDIDATE
7124,11968463,K02433.07,,FALSE POSITIVE
7125,11074835,K02533.03,,CANDIDATE
7126,8042747,K07861.01,,FALSE POSITIVE
7127,7373877,K06037.01,,FALSE POSITIVE
7128,5792202,K00841.04,,FALSE POSITIVE
7129,7436177,K06038.01,,FALSE POSITIVE
7130,7537945,K06039.01,,FALSE POSITIVE
7131,7624297,K06040.01,,FALSE POSITIVE
7132,8109692,K07864.01,,FALSE POSITIVE
7133,7695093,K06041.01,,FALSE POSITIVE
7134,7749318,K06042.01,,FALSE POSITIVE
7135,7777397,K06043.01,,FALSE POSITIVE
7136,5817566,K06138.01,,FALSE POSITIVE
7137,6032730,K06141.01,,CANDIDATE
7138,6116172,K06142.01,,FALSE POSITIVE
7139,6116172,K06142.02,,FALSE POSITIVE
7140,6116172,K06142.03,,FALSE POSITIVE
7141,4150539,K01330.02,,FALSE POSITIVE
7142,9839821,K02012.02,,CANDIDATE
7143,11252617,K06236.01,,FALSE POSITIVE
7144,8245108,K07876.01,,FALSE POSITIVE
7145,11252617,K06236.02,,FALSE POSITIVE
7146,11296437,K06237.01,,FALSE POSITIVE
7147,11296437,K06237.02,,FALSE POSITIVE
7148,11341164,K06238.01,,CANDIDATE
7149,11462969,K06239.01,,CANDIDATE
7150,11462969,K06239.02,,FALSE POSITIVE
7151,7841986,K06045.01,,FALSE POSITIVE
7152,7914906,K06047.01,,FALSE POSITIVE
7153,5792202,K00841.05,,FALSE POSITIVE
7154,8019043,K06048.01,,FALSE POSITIVE
7155,8023317,K06049.01,,FALSE POSITIVE
7156,8121067,K06050.01,,FALSE POSITIVE
7157,6197038,K06144.01,,FALSE POSITIVE
7158,6221385,K06145.01,Kepler-1641 b,CANDIDATE
7159,6221385,K06145.02,Kepler-1641 c,CANDIDATE
7160,6221385,K06145.03,,CANDIDATE
7161,8260269,K07877.01,,FALSE POSITIVE
7162,6449358,K06147.01,,FALSE POSITIVE
7163,6593968,K06148.01,,FALSE POSITIVE
7164,6674908,K06149.01,,FALSE POSITIVE
7165,11558882,K06241.01,,FALSE POSITIVE
7166,11656928,K06242.01,,CANDIDATE
7167,11566064,K00353.03,,CANDIDATE
7168,8042835,K07862.01,,FALSE POSITIVE
7169,2853780,K02081.02,,FALSE POSITIVE
7170,11656928,K06242.02,,CANDIDATE
7171,11656928,K06242.03,,CANDIDATE
7172,8153568,K06051.01,,FALSE POSITIVE
7173,8167938,K06052.01,,FALSE POSITIVE
7174,8167978,K06053.01,,FALSE POSITIVE
7175,8168581,K06054.01,,FALSE POSITIVE
7176,8230809,K06055.01,,FALSE POSITIVE
7177,8364115,K06056.01,,FALSE POSITIVE
7178,8458207,K06057.01,,FALSE POSITIVE
7179,7825899,K00896.03,,CANDIDATE
7180,6946681,K06150.01,,CANDIDATE
7181,4150624,K01334.02,,FALSE POSITIVE
7182,6946708,K06151.01,,CANDIDATE
7183,6967278,K06152.01,,FALSE POSITIVE
7184,7108433,K06153.01,,FALSE POSITIVE
7185,7119080,K06154.01,,FALSE POSITIVE
7186,7129465,K06155.01,,FALSE POSITIVE
7187,11724210,K06244.01,,FALSE POSITIVE
7188,11775507,K06245.01,,FALSE POSITIVE
7189,11775507,K06245.02,,CANDIDATE
7190,11867071,K06247.01,,FALSE POSITIVE
7191,11975363,K06248.01,,FALSE POSITIVE
7192,12207117,K06249.01,,FALSE POSITIVE
7193,6768394,K02086.04,,FALSE POSITIVE
7194,8580438,K06058.01,,FALSE POSITIVE
7195,8581232,K06059.01,,FALSE POSITIVE
7196,8655458,K06060.01,,FALSE POSITIVE
7197,8695779,K06061.01,,FALSE POSITIVE
7198,8953059,K06062.01,,FALSE POSITIVE
7199,9214712,K06064.01,,FALSE POSITIVE
7200,9214715,K06065.01,,FALSE POSITIVE
7201,7190639,K06157.01,,FALSE POSITIVE
7202,7198881,K06158.01,,FALSE POSITIVE
7203,7198881,K06158.02,,FALSE POSITIVE
7204,7422883,K06159.01,,FALSE POSITIVE
7205,10545066,K00337.02,,CANDIDATE
7206,7663405,K01519.02,,CANDIDATE
7207,7464205,K06160.01,,FALSE POSITIVE
7208,12367464,K06250.01,,CANDIDATE
7209,12470041,K06251.01,,FALSE POSITIVE
7210,11358389,K02163.03,,CANDIDATE
7211,5706595,K02183.03,,FALSE POSITIVE
7212,8179286,K07869.01,,FALSE POSITIVE
7213,3548044,K02194.03,,CANDIDATE
7214,2581191,K02203.02,,FALSE POSITIVE
7215,8168187,K02209.02,,CANDIDATE
7216,9221398,K06066.01,,FALSE POSITIVE
7217,9411317,K06067.01,,FALSE POSITIVE
7218,9605514,K00945.03,,FALSE POSITIVE
7219,9418619,K06068.01,,FALSE POSITIVE
7220,9532123,K06069.01,,FALSE POSITIVE
7221,9649222,K06071.01,,FALSE POSITIVE
7222,9664215,K06072.01,,FALSE POSITIVE
7223,7750740,K06162.01,,FALSE POSITIVE
7224,7779942,K06163.01,,FALSE POSITIVE
7225,7835312,K06164.01,,CANDIDATE
7226,7835312,K06164.02,,FALSE POSITIVE
7227,7838906,K06165.01,,FALSE POSITIVE
7228,7908367,K06166.01,Kepler-1642 b,CANDIDATE
7229,7908367,K06166.02,Kepler-1642 c,CANDIDATE
7230,7940533,K06167.01,,FALSE POSITIVE
7231,4142847,K02210.02,Kepler-1143 c,CANDIDATE
7232,9221517,K02281.02,,FALSE POSITIVE
7233,10730703,K02327.02,,CANDIDATE
7234,4665571,K02393.02,,CANDIDATE
7235,7047363,K02432.02,,FALSE POSITIVE
7236,7289317,K02450.02,,CANDIDATE
7237,9714358,K06073.01,,FALSE POSITIVE
7238,9851123,K06074.01,,FALSE POSITIVE
7239,10026458,K06076.01,,FALSE POSITIVE
7240,10139305,K06077.01,,FALSE POSITIVE
7241,7375348,K00266.02,,CANDIDATE
7242,1432789,K00992.02,,CANDIDATE
7243,10288922,K06078.01,,FALSE POSITIVE
7244,7974634,K06168.01,,FALSE POSITIVE
7245,7974634,K06168.02,,FALSE POSITIVE
7246,7974634,K06168.03,,FALSE POSITIVE
7247,8043882,K06169.01,,FALSE POSITIVE
7248,8058507,K06170.01,,FALSE POSITIVE
7249,8095099,K06171.01,,FALSE POSITIVE
7250,8163784,K06172.01,,CANDIDATE
7251,2305866,K02610.02,,CANDIDATE
7252,12206313,K02714.03,Kepler-401 d,CANDIDATE
7253,6436029,K02828.02,,CANDIDATE
7254,7767162,K02869.02,,CANDIDATE
7255,9478990,K00423.02,,FALSE POSITIVE
7256,10793172,K02871.03,,FALSE POSITIVE
7257,10122538,K02926.03,Kepler-1388 d,CANDIDATE
7258,10710755,K06080.01,,FALSE POSITIVE
7259,10727668,K06081.01,,FALSE POSITIVE
7260,10735519,K06082.01,,FALSE POSITIVE
7261,8197767,K07871.01,,FALSE POSITIVE
7262,10935310,K06083.01,,FALSE POSITIVE
7263,11021252,K06084.01,,FALSE POSITIVE
7264,11408935,K06086.01,,FALSE POSITIVE
7265,8165617,K06173.01,,FALSE POSITIVE
7266,8181016,K06174.01,,FALSE POSITIVE
7267,8197761,K06175.01,,FALSE POSITIVE
7268,4840513,K01541.02,,FALSE POSITIVE
7269,8223568,K06176.01,,CANDIDATE
7270,8223568,K06176.02,,FALSE POSITIVE
7271,8265156,K06177.01,,FALSE POSITIVE
7272,8355178,K06178.01,,CANDIDATE
7273,4770174,K02971.02,,CANDIDATE
7274,9838804,K03028.02,,CANDIDATE
7275,9020114,K03088.02,,CANDIDATE
7276,6609270,K03090.02,,FALSE POSITIVE
7277,7983117,K03214.02,,CANDIDATE
7278,11125797,K03371.02,Kepler-1482 b,CANDIDATE
7279,9966219,K03401.02,,CANDIDATE
7280,11974540,K00129.02,,FALSE POSITIVE
7281,7219825,K00238.03,,CANDIDATE
7282,11519226,K06087.01,,FALSE POSITIVE
7283,1718189,K00993.03,,FALSE POSITIVE
7284,11756821,K06088.01,,FALSE POSITIVE
7285,11769146,K06089.01,,FALSE POSITIVE
7286,8263187,K07878.01,,CANDIDATE
7287,11826400,K06091.01,,FALSE POSITIVE
7288,12010534,K06092.01,,FALSE POSITIVE
7289,2019477,K06093.01,,FALSE POSITIVE
7290,7116117,K03163.01,,FALSE POSITIVE
7291,7868092,K03169.01,,FALSE POSITIVE
7292,3337061,K03172.01,,FALSE POSITIVE
7293,9826171,K03173.01,,FALSE POSITIVE
7294,3936658,K03180.01,,FALSE POSITIVE
7295,4577484,K03181.01,,FALSE POSITIVE
7296,4735826,K03184.02,,FALSE POSITIVE
7297,5005618,K03186.01,,FALSE POSITIVE
7298,4663658,K03187.01,,FALSE POSITIVE
7299,10467815,K03191.01,,FALSE POSITIVE
7300,10847721,K03192.01,,FALSE POSITIVE
7301,10118942,K03195.01,,FALSE POSITIVE
7302,9471539,K03198.01,,FALSE POSITIVE
7303,5482603,K03199.01,,FALSE POSITIVE
7304,2305819,K03201.01,,FALSE POSITIVE
7305,9518710,K03207.01,,FALSE POSITIVE
7306,10284575,K03210.01,,FALSE POSITIVE
7307,3342952,K03215.01,,FALSE POSITIVE
7308,5307990,K03228.01,,FALSE POSITIVE
7309,2142501,K03233.01,,FALSE POSITIVE
7310,2713018,K03235.01,,FALSE POSITIVE
7311,8413968,K03251.01,,FALSE POSITIVE
7312,9008103,K03283.01,,FALSE POSITIVE
7313,4376629,K03378.01,,FALSE POSITIVE
7314,3958301,K03381.01,,FALSE POSITIVE
7315,8211605,K03405.01,,FALSE POSITIVE
7316,11098573,K03406.01,,FALSE POSITIVE
7317,7289338,K03420.01,,CANDIDATE
7318,9837586,K03442.01,,FALSE POSITIVE
7319,6021655,K03488.01,,FALSE POSITIVE
7320,8308682,K03507.01,,FALSE POSITIVE
7321,11442793,K00351.07,Kepler-90 f,CANDIDATE
7322,3344427,K03764.01,,FALSE POSITIVE
7323,6205481,K03774.01,,FALSE POSITIVE
7324,4474637,K03829.01,,FALSE POSITIVE
7325,6462874,K01231.02,,FALSE POSITIVE
7326,8218379,K01920.02,,CANDIDATE
7327,11450414,K01992.03,,FALSE POSITIVE
7328,5217733,K03155.01,,FALSE POSITIVE
7329,4150611,K03156.04,,FALSE POSITIVE
7330,3646449,K04999.01,,CANDIDATE
7331,4917357,K05102.01,,FALSE POSITIVE
7332,9343862,K06201.01,,FALSE POSITIVE
7333,11673686,K06243.01,,FALSE POSITIVE
7334,4464394,K06115.01,,CANDIDATE
7335,5531953,K01681.04,,CANDIDATE
7336,7620413,K02103.02,,CANDIDATE
7337,8838950,K02421.02,,CANDIDATE
7338,6964929,K02756.02,,CANDIDATE
7339,2306740,K06265.01,,FALSE POSITIVE
7340,3556742,K06344.01,,FALSE POSITIVE
7341,3656700,K06350.01,,FALSE POSITIVE
7342,3764411,K06357.01,,FALSE POSITIVE
7343,3851193,K06367.01,,FALSE POSITIVE
7344,3972391,K06374.01,,FALSE POSITIVE
7345,4069063,K06381.01,,FALSE POSITIVE
7346,6307062,K03153.01,,FALSE POSITIVE
7347,4150611,K03156.01,,CANDIDATE
7348,10338624,K03222.01,,FALSE POSITIVE
7349,6364215,K02404.02,,FALSE POSITIVE
7350,5706592,K06618.01,,CANDIDATE
7351,5716244,K06619.01,,CANDIDATE
7352,5731312,K06621.01,,FALSE POSITIVE
7353,5736461,K06623.01,,FALSE POSITIVE
7354,5771589,K06625.01,,FALSE POSITIVE
7355,8364232,K07882.01,,CANDIDATE
7356,6670742,K06753.01,,CANDIDATE
7357,6672229,K06754.01,,FALSE POSITIVE
7358,6676725,K06755.01,,FALSE POSITIVE
7359,6695622,K06756.01,,FALSE POSITIVE
7360,6695889,K06757.01,,FALSE POSITIVE
7361,6697976,K06759.01,,CANDIDATE
7362,7541746,K06886.01,,FALSE POSITIVE
7363,7584778,K06887.01,,FALSE POSITIVE
7364,7588436,K06888.01,,FALSE POSITIVE
7365,7592922,K06890.01,,CANDIDATE
7366,7602351,K06892.01,,CANDIDATE
7367,7605600,K06893.01,,FALSE POSITIVE
7368,8312222,K07017.01,,FALSE POSITIVE
7369,8314801,K07018.01,,FALSE POSITIVE
7370,8316503,K07019.01,,FALSE POSITIVE
7371,8345358,K07021.01,,FALSE POSITIVE
7372,8362974,K07023.01,,CANDIDATE
7373,9278021,K07152.01,,FALSE POSITIVE
7374,9284741,K07153.01,,FALSE POSITIVE
7375,9291368,K07155.01,,FALSE POSITIVE
7376,9301564,K07157.01,,CANDIDATE
7377,9328852,K07159.01,,FALSE POSITIVE
7378,10089123,K07283.01,,CANDIDATE
7379,10091257,K07284.01,,FALSE POSITIVE
7380,10095512,K07286.01,,FALSE POSITIVE
7381,10129482,K07288.01,,FALSE POSITIVE
7382,10155080,K07289.01,,FALSE POSITIVE
7383,8555967,K07894.01,,CANDIDATE
7384,11198723,K07417.01,,FALSE POSITIVE
7385,11199725,K07418.01,,FALSE POSITIVE
7386,11200773,K07419.01,,FALSE POSITIVE
7387,11232745,K07421.01,,FALSE POSITIVE
7388,3547760,K04535.02,,CANDIDATE
7389,5476671,K04598.02,,FALSE POSITIVE
7390,11290515,K04716.02,,CANDIDATE
7391,4919550,K04766.02,,FALSE POSITIVE
7392,6767227,K04871.02,,CANDIDATE
7393,8094120,K04881.02,,FALSE POSITIVE
7394,3854496,K06368.01,,CANDIDATE
7395,3858757,K06369.01,,FALSE POSITIVE
7396,3858884,K06371.01,,FALSE POSITIVE
7397,3938073,K06373.01,,FALSE POSITIVE
7398,3972432,K06375.01,,CANDIDATE
7399,5025217,K06496.01,,FALSE POSITIVE
7400,5025234,K06497.01,,FALSE POSITIVE
7401,5031804,K06500.01,,FALSE POSITIVE
7402,5031882,K06501.01,,FALSE POSITIVE
7403,5036516,K06502.01,,FALSE POSITIVE
7404,5036530,K06503.01,,FALSE POSITIVE
7405,5781192,K06626.01,,FALSE POSITIVE
7406,5802470,K06628.01,,FALSE POSITIVE
7407,5807579,K06629.01,,FALSE POSITIVE
7408,5860347,K06631.01,,CANDIDATE
7409,5894825,K06633.01,,FALSE POSITIVE
7410,8374394,K07883.01,,FALSE POSITIVE
7411,6706287,K06761.01,,FALSE POSITIVE
7412,6715997,K06762.01,,CANDIDATE
7413,6768616,K06765.01,,CANDIDATE
7414,6774408,K06766.01,,FALSE POSITIVE
7415,6781047,K06768.01,,FALSE POSITIVE
7416,8440062,K07886.01,,FALSE POSITIVE
7417,7622072,K06894.01,,FALSE POSITIVE
7418,7631194,K06896.01,,FALSE POSITIVE
7419,7662209,K06897.01,,FALSE POSITIVE
7420,7670485,K06900.01,,FALSE POSITIVE
7421,7670617,K06901.01,,FALSE POSITIVE
7422,8367298,K07025.01,,FALSE POSITIVE
7423,8374499,K07026.01,,FALSE POSITIVE
7424,8378922,K07028.01,,FALSE POSITIVE
7425,8379547,K07029.01,,FALSE POSITIVE
7426,8382339,K07031.01,,FALSE POSITIVE
7427,9328864,K07160.01,,FALSE POSITIVE
7428,9334490,K07161.01,,FALSE POSITIVE
7429,9344623,K07163.01,,FALSE POSITIVE
7430,9357275,K07165.01,,FALSE POSITIVE
7431,9394920,K07168.01,,FALSE POSITIVE
7432,8524110,K07891.01,,FALSE POSITIVE
7433,10163067,K07291.01,,CANDIDATE
7434,10164018,K07292.01,,FALSE POSITIVE
7435,10214328,K07296.01,,FALSE POSITIVE
7436,10215422,K07297.01,,FALSE POSITIVE
7437,10257903,K07298.01,,FALSE POSITIVE
7438,10258558,K07299.01,,FALSE POSITIVE
